PLAYER_ID,PLAYER_NAME,TEAM_NAME,TOTAL_XG,GOALS,SHOT_COUNT,XG_PER_SHOT
6krs130vpjwfkyo4227f2fkr9,R. Klavan,Liverpool,0.9849692191542784,1,1,0.9849692191542784
c5d1ck5rlfb1nrvr8nlwigvdh,K. Mirallas,Everton,0.3284769669289723,0,4,0.082119241732243
5cw4n6kdaa7imeyaiuo2pnq39,D. LukÃ©bakio,Watford,0.0555402133726073,0,1,0.0555402133726073
18paf5a7rfe4kutxjl4cwd695,H. Barnes,Leicester City,0.1344967262645436,0,1,0.1344967262645436
8yv9xuzriaecvvssfm8dlmz85,Danilo,Manchester City,1.1910103482050556,3,19,0.0626847551686871
9j742o5vdc7d54x1xdz4t9ck5,S. KolaÅ¡inac,Arsenal,2.324964472899868,2,21,0.1107125939476127
cotiiu6mjkfx5xa63nhfbdf4l,S. ManÃ©,Liverpool,9.146929321211417,10,70,0.1306704188744487
8kb5h8df97ju107n9ibigo1cl,A. Iwobi,Arsenal,4.09388922583979,3,45,0.0909753161297731
4zxrdmwphkxvkvo6bt30uanrp,P. HÃ¸jbjerg,Southampton,0.8586948573723941,0,16,0.0536684285857746
9knq8u3gvl2kho5mih512n2z9,Adrien Silva,Leicester City,0.5180434900080415,0,11,0.0470948627280037
4c3pwnxhk5vyxh3sxppw8vob9,A. Carroll,West Ham United,2.292342956590584,3,28,0.0818693913068065
dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,Everton,0.4921948418918902,0,5,0.098438968378378
cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,Watford,0.7433830350791586,1,8,0.0929228793848948
bv9ejevyrwdqc1j5rw4tkiy1h,F. HadÃ«rgjonaj,Huddersfield Town,0.3758812701635389,0,8,0.0469851587704423
ceerfv28fygp7m2euv5n5uu39,I. Gueye,Everton,1.641357524063916,2,23,0.0713633706114746
drwacyyicuhy3heg4j0ipqj85,Ayoze PÃ©rez,Newcastle United,7.328115865354486,8,60,0.1221352644225747
dsteap0b6lis83b9au13evr2t,M. Phillips,West Bromwich Albion,3.1022155109705887,2,28,0.1107934111060924
bwgjvtqtuflgq4ov3xis75vbp,A. Barnes,Burnley,7.681369771294669,9,60,0.1280228295215778
5hep0bzxshhmn2ihx8a5f3p3p,L. Mousset,AFC Bournemouth,1.4534448230287773,2,22,0.0660656737740353
7o9bkf7no8wz167ingslfimdx,C. Smalling,Manchester United,1.8946144457493623,4,13,0.1457395727499509
8g7clz1z04oqjxhg8xnqc7105,A. DoucourÃ©,Watford,4.201671762786149,7,47,0.0893972715486414
7z5ugeh3ejhwa3c8tg7idkpud,J. Lascelles,Newcastle United,1.25347846350629,3,12,0.1044565386255241
3uryxh0ztshuidtv7urv251hx,C. Tosun,Everton,2.8495972639076594,5,19,0.149978803363561
a13bt8fcp7mnpoqfrjwjsvetx,T. Deeney,Watford,3.738837437181003,2,31,0.1206076592639033
363nsa82dww242zeo09wpcslx,T. Abraham,Swansea City,7.273030358740307,5,42,0.1731673894938168
13ll29mtf7pxwz1yf0i40tsd1,David Silva,Manchester City,6.43168939831726,9,54,0.1191053592280974
54mikuxbl9pelq500ik63g15h,J. McClean,West Bromwich Albion,2.349065798441469,1,30,0.0783021932813823
xm50j2dki5ml1gzx3y0i0zbp,M. Albrighton,Leicester City,1.4533481329787477,2,20,0.0726674066489373
94jgdou8wwsu1js5syif03qhh,S. Dann,Crystal Palace,2.233919996946312,1,19,0.1175747366813848
ex186m2z3yp666b1g219a8ted,A. Mawson,Swansea City,2.0718441552263935,2,20,0.1035922077613196
f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,Arsenal,9.578630572493713,12,66,0.1451307662499047
7usl4495egoptlrd762f0arbp,B. Chilwell,Leicester City,0.3508417362264628,0,6,0.0584736227044104
6fzbp94hf19ysotdassrqdc5x,A. RÃ¼diger,Chelsea,1.9634950456864528,2,15,0.1308996697124302
c0yxqwkxqx1sty7abj1qwh9zp,D. Welbeck,Arsenal,4.441373002010671,5,32,0.1387929063128334
dvj6rdi2k0td95oxldbj6e28l,D. Solanke,Liverpool,4.104284125818364,1,22,0.1865583693553801
