ID,X,Y,ANGLE,HEAD,FAST_BREAK,PREDICTED_GOAL,XG,FOOTBALL_PITCH_CELL
2870,57,-7,7.239452034625343,Y,Y,N,0.0562125322671972,X56|Y-8
2815,57,-7,7.239452034625343,N,Y,N,0.1080198256319626,X56|Y-8
2958,57,11,7.085759504637045,Y,N,N,0.0171108250672055,X56|Y10
2957,57,11,7.085759504637045,N,N,N,0.0341860710119516,X56|Y10
3014,57,11,7.085759504637045,Y,Y,N,0.0557201415294425,X56|Y10
2959,57,11,7.085759504637045,N,Y,N,0.1071251408190952,X56|Y10
3016,57,13,6.986854893628717,Y,N,N,0.0170102523437081,X56|Y12
3015,57,13,6.986854893628717,N,N,N,0.0339886052929037,X56|Y12
3018,57,13,6.986854893628717,Y,Y,N,0.0554054261773569,X56|Y12
3017,57,13,6.986854893628717,N,Y,N,0.1065528450339535,X56|Y12
3020,57,15,6.8748834450054765,Y,N,N,0.0168970933979542,X56|Y14
3019,57,15,6.8748834450054765,N,N,N,0.0337663794075967,X56|Y14
3022,57,15,6.8748834450054765,Y,Y,N,0.0550511517897027,X56|Y14
3021,57,15,6.8748834450054765,N,Y,N,0.1059081915674416,X56|Y14
3024,57,17,6.751211625631832,Y,N,N,0.0167729697464399,X56|Y16
3023,57,17,6.751211625631832,N,N,N,0.0335225618674233,X56|Y16
3026,57,17,6.751211625631832,Y,Y,N,0.0546623376056792,X56|Y16
3025,57,17,6.751211625631832,N,Y,N,0.1052001737732142,X56|Y16
3028,57,19,6.61727060814146,Y,N,N,0.0166395502701733,X56|Y18
3027,57,19,6.61727060814146,N,N,N,0.0332604158687035,X56|Y18
3030,57,19,6.61727060814146,Y,Y,N,0.0542441571188719,X56|Y18
3029,57,19,6.61727060814146,N,Y,N,0.104438079660244,X56|Y18
3086,57,21,6.474520069228401,Y,N,N,0.0164985040454824,X56|Y20
3031,57,21,6.474520069228401,N,N,N,0.0329832073653497,X56|Y20
3088,57,21,6.474520069228401,Y,Y,N,0.0538017929490342,X56|Y20
3087,57,21,6.474520069228401,N,Y,N,0.1036312340324004,X56|Y20
3090,57,23,6.324414921476207,Y,N,N,0.0163514589617274,X56|Y22
3089,57,23,6.324414921476207,N,N,N,0.0326941242672838,X56|Y22
3092,57,23,6.324414921476207,Y,Y,N,0.0533403089756088,X56|Y22
3091,57,23,6.324414921476207,N,Y,N,0.1027887700166582,X56|Y22
3094,57,25,6.168376029572344,Y,N,N,0.016199967348339,X56|Y24
3093,57,25,6.168376029572344,N,N,N,0.0323962091649439,X56|Y24
3096,57,25,6.168376029572344,Y,Y,N,0.0528645435573904,X56|Y24
3095,57,25,6.168376029572344,N,Y,N,0.101919436916332,X56|Y24
3098,57,27,6.007765583995982,Y,N,N,0.0160454791727538,X56|Y26
3097,57,27,6.007765583995982,N,N,N,0.0320923067047182,X56|Y26
3100,57,27,6.007765583995982,Y,Y,N,0.0523790256739308,X56|Y26
3099,57,27,6.007765583995982,N,Y,N,0.1010314478982455,X56|Y26
3103,57,29,5.8438674455137,N,Y,N,0.1001323679703085,X56|Y28
3102,57,29,5.8438674455137,Y,N,N,0.015889322793945,X56|Y28
3101,57,29,5.8438674455137,N,N,N,0.0317850256225142,X56|Y28
3158,57,29,5.8438674455137,Y,Y,N,0.0518879140732496,X56|Y28
3160,57,31,5.677872458873528,Y,N,N,0.0157326928006988,X56|Y30
3159,57,31,5.677872458873528,N,N,N,0.0314767145559312,X56|Y30
3162,57,31,5.677872458873528,Y,Y,N,0.0513949581129841,X56|Y30
3161,57,31,5.677872458873528,N,Y,N,0.0992290402361086,X56|Y30
3164,57,33,5.51086848048167,Y,N,N,0.0155766441439113,X56|Y32
3163,57,33,5.51086848048167,N,N,N,0.0311694501287743,X56|Y32
3166,57,33,5.51086848048167,Y,Y,N,0.0509034779863327,X56|Y32
3165,57,33,5.51086848048167,N,Y,N,0.0983275466194979,X56|Y32
2314,59,-1,7.097437814925952,Y,N,N,0.0171227388431434,X58|Y-2
2313,59,-1,7.097437814925952,N,N,N,0.0342094599943222,X58|Y-2
2316,59,-1,7.097437814925952,Y,Y,N,0.0557574128674563,X58|Y-2
2315,59,-1,7.097437814925952,N,Y,N,0.1071928937728037,X58|Y-2
2256,59,-3,7.081271922416615,Y,N,N,0.0171062491700779,X58|Y-4
2255,59,-3,7.081271922416615,N,N,N,0.0341770875150637,X58|Y-4
2312,59,-3,7.081271922416615,Y,Y,N,0.0557058256428791,X58|Y-4
2257,59,-3,7.081271922416615,N,Y,N,0.1070991156604177,X58|Y-4
2252,59,-5,7.0491589518493685,Y,N,N,0.0170735392921758,X58|Y-6
2251,59,-5,7.0491589518493685,N,N,N,0.0341128683679731,X58|Y-6
2254,59,-5,7.0491589518493685,Y,Y,N,0.055603482654253,X58|Y-6
2253,59,-5,7.0491589518493685,N,Y,N,0.1069130429283315,X58|Y-6
2248,59,-7,7.001529214448009,Y,N,N,0.0170251373770438,X58|Y-8
2247,59,-7,7.001529214448009,N,N,N,0.0340178332927321,X58|Y-8
2250,59,-7,7.001529214448009,Y,Y,N,0.0554520140596497,X58|Y-8
2249,59,-7,7.001529214448009,N,Y,N,0.1066375852116995,X58|Y-8
2391,59,11,6.862407048729732,Y,N,N,0.0168845305871165,X58|Y10
2390,59,11,6.862407048729732,N,N,N,0.033741704927121,X58|Y10
2393,59,11,6.862407048729732,Y,Y,N,0.0550118091879095,X58|Y10
2392,59,11,6.862407048729732,N,Y,N,0.1058365744659587,X58|Y10
248,59,13,6.772676195023937,Y,N,N,0.0167944482750231,X58|Y12
2394,59,13,6.772676195023937,N,N,N,0.0335647567905833,X58|Y12
2396,59,13,6.772676195023937,Y,Y,N,0.0547296344164552,X58|Y12
2395,59,13,6.772676195023937,N,Y,N,0.1053227575754695,X58|Y12
2398,59,15,6.670898249467112,Y,N,N,0.0166928433973072,X58|Y14
2397,59,15,6.670898249467112,N,N,N,0.0333651360897824,X58|Y14
249,59,15,6.670898249467112,Y,Y,N,0.0544112260496773,X58|Y14
2399,59,15,6.670898249467112,N,Y,N,0.1047426216683412,X58|Y14
2401,59,17,6.558246947156525,Y,N,N,0.0165810881280363,X58|Y16
2400,59,17,6.558246947156525,N,N,N,0.0331455255667011,X58|Y16
2457,59,17,6.558246947156525,Y,Y,N,0.0540608367358178,X58|Y16
2456,59,17,6.558246947156525,N,Y,N,0.1041037990724134,X58|Y16
2459,59,19,6.435958435733017,Y,N,N,0.016460604893716,X58|Y18
2458,59,19,6.435958435733017,N,N,N,0.0329087078374905,X58|Y18
2460,59,19,6.435958435733017,Y,Y,N,0.0536828806959605,X58|Y18
250,59,19,6.435958435733017,N,Y,N,0.1034142260667005,X58|Y18
2462,59,21,6.305301316616225,Y,N,N,0.0163328277528361,X58|Y20
2461,59,21,6.305301316616225,N,N,N,0.0326574900994539,X58|Y20
2464,59,21,6.305301316616225,Y,Y,N,0.0532818148040061,X58|Y20
2463,59,21,6.305301316616225,N,Y,N,0.1026819313570893,X58|Y20
2465,59,23,6.167548714064611,Y,N,N,0.0161991678326448,X58|Y22
251,59,23,6.167548714064611,N,N,N,0.0323946366378759,X58|Y22
253,59,23,6.167548714064611,Y,Y,N,0.0528620317669577,X58|Y22
252,59,23,6.167548714064611,N,Y,N,0.1019148451455344,X58|Y22
256,59,25,6.02395325694794,N,Y,N,0.1011206347785945,X58|Y24
255,59,25,6.02395325694794,Y,N,N,0.0160609838902793,X58|Y24
254,59,25,6.02395325694794,N,N,N,0.0321228112231842,X58|Y24
257,59,25,6.02395325694794,Y,Y,N,0.05242776872677,X58|Y24
259,59,27,5.875725580531074,Y,N,N,0.0159195585818079,X58|Y26
258,59,27,5.875725580531074,N,N,N,0.0318445305555215,X58|Y26
261,59,27,5.875725580531074,Y,Y,N,0.0519830331494272,X58|Y26
260,59,27,5.875725580531074,N,Y,N,0.1003065704517045,X58|Y26
263,59,29,5.724016683138341,Y,N,N,0.0157760805842632,X58|Y28
262,59,29,5.724016683138341,N,N,N,0.0315621290645918,X58|Y28
265,59,29,5.724016683138341,Y,Y,N,0.0515315465369965,X58|Y28
264,59,29,5.724016683138341,N,Y,N,0.0994794221294552,X58|Y28
2466,59,31,5.569904226099421,Y,N,N,0.0156316323530698,X58|Y30
266,59,31,5.569904226099421,N,N,N,0.0312777346674904,X58|Y30
2468,59,31,5.569904226099421,Y,Y,N,0.0510767053886482,X58|Y30
2467,59,31,5.569904226099421,N,Y,N,0.0986453868867293,X58|Y30
2470,59,33,5.414382658932759,Y,N,N,0.0154871830258225,X58|Y32
2469,59,33,5.414382658932759,N,N,N,0.0309932545567232,X58|Y32
2472,59,33,5.414382658932759,Y,Y,N,0.0506215579963672,X58|Y32
2471,59,33,5.414382658932759,N,Y,N,0.0978100443725972,X58|Y32
3041,61,-1,6.865426690587001,Y,N,N,0.0168875703014634,X60|Y-2
3040,61,-1,6.865426690587001,N,N,N,0.0337476752548307,X60|Y-2
3043,61,-1,6.865426690587001,Y,Y,N,0.0550213287841617,X60|Y-2
3042,61,-1,6.865426690587001,N,Y,N,0.1058539039189672,X60|Y-2
3037,61,-3,6.850789439638976,Y,N,N,0.0168728407657017,X60|Y-4
3036,61,-3,6.850789439638976,N,N,N,0.0337187445102105,X60|Y-4
3039,61,-3,6.850789439638976,Y,Y,N,0.0549751984631937,X60|Y-4
3038,61,-3,6.850789439638976,N,Y,N,0.1057699253737701,X60|Y-4
3034,61,-5,6.821700502637111,N,Y,N,0.1056032072899683,X60|Y-6
3033,61,-5,6.821700502637111,Y,N,N,0.0168436059005518,X60|Y-6
3032,61,-5,6.821700502637111,N,N,N,0.0336613208279745,X60|Y-6
3035,61,-5,6.821700502637111,Y,Y,N,0.0548836307496563,X60|Y-6
2831,61,-7,6.778525192662378,Y,N,N,0.016800305762074,X60|Y-8
2830,61,-7,6.778525192662378,N,N,N,0.0335762636008992,X60|Y-8
2833,61,-7,6.778525192662378,Y,Y,N,0.0547479860200537,X60|Y-8
2832,61,-7,6.778525192662378,N,Y,N,0.105356182947321,X60|Y-8
3263,61,11,6.652202822616052,Y,N,N,0.0166742455632375,X60|Y10
3262,61,11,6.652202822616052,N,N,N,0.0333285929037318,X60|Y10
3265,61,11,6.652202822616052,Y,Y,N,0.0543529282411382,X60|Y10
3264,61,11,6.652202822616052,N,Y,N,0.1046363646739398,X60|Y10
